name,initial_url,initial_domain,initial_base_domain,initial_top_level_domain,redirect,url,domain,base_domain,top_level_domain,live,filter,status_code,media_type,agency,bureau,branch,404_test,source_list,scan_date,primary_scan_status,accessibility_scan_status,dns_scan_status,not_found_scan_status,performance_scan_status,robots_txt_scan_status,security_scan_status,sitemap_xml_scan_status,www_scan_status,page_hash,accessibility_violations,pageviews,visits,ipv6,hostname,cms,login_provider,login,site_search,search_dot_gov,dap,dap_parameters,dap_version,ga_tag_id,third_party_service_domains,third_party_service_urls,third_party_service_count,cookie_domains,hyperlink_domains,tooling,viewport_meta_tag,cumulative_layout_shift,largest_contentful_paint,required_links_url,required_links_text,feedback_links_text,https_enforced,hsts,title,description,keywords,og_title,og_description,og_article_published,og_article_modified,og_image,og_type,og_url,canonical_link,language,language_link,main_element_present,robots_txt_detected,robots_txt_url,robots_txt_status_code,robots_txt_media_type,robots_txt_filesize,robots_txt_crawl_delay,robots_txt_sitemap_locations,sitemap_xml_detected,sitemap_xml_url,sitemap_xml_status_code,sitemap_xml_media_type,sitemap_xml_filesize,sitemap_xml_count,sitemap_xml_lastmod,sitemap_xml_pdf_count,sitemap_xml_page_hash,uswds_favicon,uswds_favicon_in_css,uswds_publicsans_font,uswds_inpage_css,uswds_usa_class_list,uswds_banner_heres_how,uswds_usa_classes,uswds_string,uswds_string_in_css,uswds_semantic_version,uswds_version,uswds_count,www_url,www_status_code,www_title
acl.gov,https://longtermcare.acl.gov,longtermcare.acl.gov,acl.gov,gov,True,https://acl.gov/ltc,acl.gov,acl.gov,gov,False,False,301.0,text/html,Department of Health and Human Services,Administration for Community Living,Executive,True,"[""pulse"",""2020_eot""]",2026-06-25T14:47:12.175Z,completed,completed,completed,completed,completed,completed,completed,completed,dns_resolution_error,044314d7e2a6d108e451927d362287ce,"{""images"":1}",,,True,azurefd.net,Drupal,,,True,,True,"{""agency"":""HHS""}",20250702 v8.7 - GA4,"G-CSLL4ZEK4L,G-BPFH48MFG0,G-K1599NZVV9,UA-39800338-2,G-1DBL59HKKN","[""ajax.googleapis.com"",""cdn.jsdelivr.net"",""dap.digitalgov.gov"",""fonts.googleapis.com"",""fonts.gstatic.com"",""static.addtoany.com"",""www.google-analytics.com"",""www.googletagmanager.com""]","[""https://ajax.googleapis.com/ajax/libs/jquery/3.7.1/jquery.min.js"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.1.1/7.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.1.1/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.2.0/7.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.2.0/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.3.1/7.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.3.1/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.4.0/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/entreprise7pro-bootstrap@3.4.8/dist/css/bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/entreprise7pro-bootstrap@3.4.8/dist/js/bootstrap.min.js"",""https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js"",""https://fonts.googleapis.com/css"",""https://fonts.gstatic.com/s/opensans/v44/memtYaGs126MiZpBA-UFUIcVXSCEkx2cmqvXlWqWuU6F.woff2"",""https://fonts.gstatic.com/s/opensans/v44/memvYaGs126MiZpBA-UvWbX2vVnXBbObj2OVTS-muw.woff2"",""https://static.addtoany.com/menu/modules/core.bycdb5qo.js"",""https://static.addtoany.com/menu/page.js"",""https://www.google-analytics.com/analytics.js"",""https://www.googletagmanager.com/gtag/js""]",8.0,"["".acl.gov""]","[""acl.gov"",""www.hhs.gov"",""www.grants.gov"",""www.usa.gov"",""www.whitehouse.gov"",""www.facebook.com"",""www.youtube.com"",""www.linkedin.com"",""x.com"",""www.acl.gov""]","[""bootstrap"",""jquery"",""lodash""]",True,0.13263394921875,1116.0,"[""about"",""fear"",""foia"",""usa.gov""]","[""accessibility"",""no fear act"",""foia"",""vulnerability disclosure"",""usa.gov""]",,True,True,LTC Home | ACL Administration for Community Living,,,,,,,https://acl.gov/sites/default/files/logo_300x300.png,,,http://acl.gov/ltc,en,,False,False,https://acl.gov/ltc/robots.txt,404.0,text/html,,,,False,https://acl.gov/ltc/sitemap.xml,404.0,text/html,,,,,,20.0,0.0,0.0,0.0,"[""usa-accordion"",""usa-banner""]",True,20.0,0.0,0.0,,0.0,40.0,,,
anl.gov,https://cels.anl.gov,cels.anl.gov,anl.gov,gov,True,https://www.anl.gov/cels,www.anl.gov,anl.gov,gov,False,False,403.0,text/html,Department of Energy,Argonne National Laboratory,Executive,False,"[""pulse""]",2026-06-25T15:25:07.361Z,completed,completed,completed,completed,completed,completed,completed,completed,completed,fcaa77ea2934214a9f52dc58693ef58f,"{""auto-updating"":1}",,,False,,,,,False,,False,,,"G-gbn5z6,G-7LX8KulFvIejmry,G-Xm5rrxMFkM7ORiE,G-ZbTsoe1cI2gjtSh,G-Bc5lJhY45GXMGo2,G-goXiYM767ENrHWO,G-fQQl0vd2JzLlbCp,G-5vhSzDs0zmLI9h5,G-LgK5kO289yR35Dt,G-Q7NfQ,G-g0X8yrT2Q0mdV3Y,G-gqOr8AIwPp672Ho,G-BEHtA2tDApWEb4x,G-X1CRy6th7ejQKGw,G-VliVxKSRp1pDwSS,G-7d6SbcPgUo13yL3,G-fBpw9uhTB5eCTqt,G-vMf80tlrNTTPtZX,G-3J7F8nibIlxLWjV,G-RMe8GU8iGK0Dwrf,G-gJX6EoG7W6VM1tV","[""brunhild.challenges.cloudflare.com"",""challenges.cloudflare.com""]","[""https://brunhild.challenges.cloudflare.com/cdn-cgi/challenge-platform/h/b/peek/a114fb6038aa0d87/.XoDYRcct7FaYt6jO2Y1_8Nt85IOyM8MblsZF8S49UQ-1782401095-1.2.1.1-c1nukdPY9YQMqBgWIioaSWNvSZqTycJDcvXlrpo4xg0fag6qth7x_TpkCKojkcUN"",""https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/b/cmg/1"",""https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/b/d/a114fb6038aa0d87/1782401095979/re2Szv54XkJVZwP"",""https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/b/flow/ov1/2907974019:1782399624:pSye0F5nTBy0aUR5CBcXWqNM8dCo6nyVrjuPLGmlndk/a114fb6038aa0d87/.XoDYRcct7FaYt6jO2Y1_8Nt85IOyM8MblsZF8S49UQ-1782401095-1.2.1.1-c1nukdPY9YQMqBgWIioaSWNvSZqTycJDcvXlrpo4xg0fag6qth7x_TpkCKojkcUN"",""https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/b/pat/a114fb6038aa0d87/1782401095978/8f67eda4bb73c583fc19a771268f1784ea4bbd272b218f9fda7e95e9e1782aee/jLSX1J3s33q4nBc"",""https://challenges.cloudflare.com/turnstile/v0/b/25e6c66701a0/api.js""]",2.0,"["".anl.gov""]","[""www.cloudflare.com""]","[""angularjs""]",True,0.0038728190104166,244.5,"[""privacy""]",,,True,True,Just a moment...,,,,,,,,,,,en-US,,False,False,https://www.anl.gov/cels,403.0,text/html,,,,False,https://www.anl.gov/cels,403.0,text/html,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,https://www.cels.anl.gov,403.0,Just a moment...
hiv.gov,https://blog.aids.gov,blog.aids.gov,aids.gov,gov,True,https://www.hiv.gov/blog,www.hiv.gov,hiv.gov,gov,True,False,200.0,text/html,Department of Health and Human Services,Office of the Assistant Secretary for Health,Executive,True,"[""pulse""]",2026-06-25T15:06:53.709Z,completed,completed,completed,completed,completed,completed,completed,completed,completed,853f497b7f9be45f2bc74f2b8f73afb2,,,,False,awsglobalaccelerator.com,,,,True,,False,,,,"[""files.hiv.gov""]","[""https://files.hiv.gov/s3fs-public/styles/link_card/public/field/image/ClinicalInfo_540x405.jpg.webp"",""https://files.hiv.gov/s3fs-public/styles/link_card/public/field/image/OIDP-hepatitis-blog-web-image.jpg.webp"",""https://files.hiv.gov/s3fs-public/styles/link_card/public/field/image/PACHA-Nominations_Blog-Web-540x405-v1.jpg.webp""]",1.0,,"[""www.hiv.gov"",""ahead.hiv.gov"",""clinicalinfo.hiv.gov"",""locator.hiv.gov"",""bot.hiv.gov"",""www.facebook.com"",""x.com"",""www.youtube.com"",""www.instagram.com"",""www.linkedin.com"",""cloud.connect.hhs.gov"",""archive-it.org"",""www.hhs.gov"",""www.usa.gov"",""www.whitehouse.gov"",""eeo.nih.gov"",""health.gov"",""ocrportal.hhs.gov"",""positivespin.hiv.gov""]","[""gatsby""]",True,0.5261666666666667,604.0,"[""about"",""fear"",""foia"",""privacy"",""usa.gov"",""spanish""]","[""no fear act"",""freedom of information act"",""privacy policy"",""vulnerability disclosure"",""usa.gov"",""español"",""spanish""]",,True,True,Blog: Stay Current With News and Updates | HIV.gov,"HIV.gov is the US Government’s gateway to federal HIV policies, programs, and resources to end the HIV epidemic.",,Blog: Stay Current With News and Updates,"HIV.gov is the US Government’s gateway to federal HIV policies, programs, and resources to end the HIV epidemic.",,,https://files.hiv.gov/s3fs-public/images/hivgov-twitter-card.jpg,government,https://www.hiv.gov/blog,https://www.hiv.gov/blog,en-us,,True,False,https://www.hiv.gov/blog/robots.txt,404.0,text/html,,,,False,https://www.hiv.gov/blog/sitemap.xml,404.0,text/html,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,https://www.hiv.gov,200.0,HIV and AIDS Resources | HIV.gov
ameslab.gov,https://cmi.ameslab.gov,cmi.ameslab.gov,ameslab.gov,gov,True,https://www.ameslab.gov/cmi,www.ameslab.gov,ameslab.gov,gov,True,False,200.0,text/html,Department of Energy,Ames National Laboratory,Executive,True,"[""pulse""]",2026-06-25T15:15:55.021Z,completed,completed,completed,completed,completed,completed,completed,completed,completed,61bdfdaf3432567438a3ef32c0e658c3,"{""aria"":2,""user-control-name"":2}",,,True,,Drupal,,,True,,False,,,"UA-18705330-1,G-GTZKXX6CP9,G-387265099","[""fonts.gstatic.com"",""googleads.g.doubleclick.net"",""i.ytimg.com"",""jnn-pa.googleapis.com"",""static.doubleclick.net"",""www.google-analytics.com"",""www.google.com"",""www.googletagmanager.com"",""www.youtube.com""]","[""https://fonts.gstatic.com/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBA.woff2"",""https://googleads.g.doubleclick.net/pagead/id"",""https://i.ytimg.com/vi_webp/LYzT-N7ysxg/default.webp"",""https://i.ytimg.com/vi_webp/kUlJkjSqyLM/default.webp"",""https://jnn-pa.googleapis.com/$rpc/google.internal.waa.v1.Waa/GenerateIT"",""https://static.doubleclick.net/instream/ad_status.js"",""https://www.google-analytics.com/analytics.js"",""https://www.google.com/js/th/2AyzTUNRml2rUslMj2WKEDbfgeaYNdJn3II-6S2lybo.js"",""https://www.googletagmanager.com/gtag/js"",""https://www.youtube.com/generate_204"",""https://www.youtube.com/s/_/ytembeds/_/js/k=ytembeds.base.en_US.kJx102sNrJY.es5.O/am=AAAAQA/d=1/br=1/rs=AGKMywFAw4GN4VSBdYMq6S1PAQy1sALeNQ/m=root"",""base"",""https://www.youtube.com/s/_/ytembeds/_/js/k=ytembeds.base.en_US.kJx102sNrJY.es5.O/am=AAAAQA/d=1/exm=base"",""root/ed=1/br=1/rs=AGKMywFAw4GN4VSBdYMq6S1PAQy1sALeNQ/m=r78Drb"",""https://www.youtube.com/s/_/ytembeds/_/ss/k=ytembeds.base.SSPcx2U73RY.L.W.O/am=AAAAQA/d=0/br=1/rs=AGKMywFgoqLYu-oiTa1GZhwHOc7EkG0rEA"",""https://www.youtube.com/s/player/06cb0078/player_embed.vflset/en_US/base.js"",""https://www.youtube.com/s/player/06cb0078/www-player.css"",""https://www.youtube.com/youtubei/v1/log_event""]",9.0,"["".ameslab.gov""]","[""www.ameslab.gov"",""sif.ameslab.gov"",""twitter.com"",""www.facebook.com"",""www.osti.gov"",""www.energy.gov"",""www.youtube.com"",""www.iastate.edu"",""www.linkedin.com"",""www.instagram.com""]","[""jquery"",""tailwind""]",True,0.0,264.0,"[""about"",""privacy""]","[""about us"",""vulnerability disclosure""]",,True,True,Critical Materials Innovation Hub | Ames Laboratory,The Critical Materials Innovation Hub is a U.S. Department of Energy (DOE) Energy Innovation Hub led by Ames National Laboratory that seeks to accelerate innovative scientific and technological solutions to develop resilient and secure supply chains for rare earth metals and other materials critical to the success of energy technologies.,,Critical Materials Innovation Hub,,,,https://www.ameslab.gov/sites/default/files/styles/max_1300x1300/public/2024-01/north%20cropped.jpg?itok=l7nhMerk,,,https://www.ameslab.gov/cmi,en,,True,True,https://cmi.ameslab.gov/robots.txt,200.0,text/plain,2027.0,,,False,https://www.ameslab.gov/cmi/sitemap.xml,404.0,text/html,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,https://www.ameslab.gov/cmi,200.0,Critical Materials Innovation Hub | Ames Laboratory
blogs.anl.gov,https://argonneclub.anl.gov,argonneclub.anl.gov,anl.gov,gov,True,https://blogs.anl.gov/argonneclub,blogs.anl.gov,anl.gov,gov,False,False,403.0,text/html,Department of Energy,Argonne National Laboratory,Executive,False,"[""pulse""]",2026-06-25T15:20:18.737Z,completed,completed,completed,completed,completed,completed,completed,completed,dns_resolution_error,12f2fb59e49f3d64cfaf5542e58cf2db,"{""auto-updating"":1}",,,True,,,,,False,,False,,,"G-qZrqd9yp80NG,G-cYCV1rjHG2qeMZK,G-6mlXhKVT5CWqKqd,G-vdwvLLILrop9Fm3,G-po9wnMPfcLJWl64,G-0Mjkry,G-pGI7rfAALdeL0SJ,G-AuZAEhLNPjObovp,G-A4q4wQJKm,G-Sk6q3umjeW469dt,G-DsLgHH3bI2qFCTJ,G-YzThvEPsJDp6OtC,G-LfkwTr8nnjNyWpW,G-9GbIsZX3wHlvZAP,G-7q8Drnf0SbEj1rn,G-4R1hehuwvfEpNws,G-v9Oqp4YIIKfYlmY,G-6nhwT9Neo7X4W,G-VloeKyjbZ3wiqqC,G-Y7i1TMJcNI7Dqb9,G-6dGXyEkT6usvrw0","[""brunhild.challenges.cloudflare.com"",""challenges.cloudflare.com""]","[""https://brunhild.challenges.cloudflare.com/cdn-cgi/challenge-platform/h/b/peek/a114f4625e59054d/scWZ7fOtI0SEsX98YDupDnelwBloeEoky8tB4N2u_pY-1782400809-1.2.1.1-0C70dlk6T6q5wji6wrNqvdJMhnjRX6we8DyRn5JHgOyHhSnXQohSwyHkFkreMEZH"",""https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/b/cmg/1"",""https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/b/d/a114f4625e59054d/1782400809592/1RHgVDUHa7ZrL7T"",""https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/b/flow/ov1/2907974019:1782399624:pSye0F5nTBy0aUR5CBcXWqNM8dCo6nyVrjuPLGmlndk/a114f4625e59054d/scWZ7fOtI0SEsX98YDupDnelwBloeEoky8tB4N2u_pY-1782400809-1.2.1.1-0C70dlk6T6q5wji6wrNqvdJMhnjRX6we8DyRn5JHgOyHhSnXQohSwyHkFkreMEZH"",""https://challenges.cloudflare.com/cdn-cgi/challenge-platform/h/b/pat/a114f4625e59054d/1782400809592/b5ec750401c926805850f8f4f43a50c259e5f76b3926745eb00de687ade69399/oW6rS8EUQgzWRJc"",""https://challenges.cloudflare.com/turnstile/v0/b/25e6c66701a0/api.js""]",2.0,"["".anl.gov""]","[""www.cloudflare.com""]","[""angularjs""]",True,0.00397490234375,203.625,"[""privacy""]",,,True,True,Just a moment...,,,,,,,,,,,en-US,,False,False,https://blogs.anl.gov/argonneclub,403.0,text/html,,,,False,https://blogs.anl.gov/argonneclub,403.0,text/html,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,,,
accounts.ahrq.gov,https://arrs.ahrq.gov,arrs.ahrq.gov,ahrq.gov,gov,True,https://accounts.ahrq.gov/mfa/user,accounts.ahrq.gov,ahrq.gov,gov,True,False,200.0,text/html,Department of Health and Human Services,Agency for Healthcare Research and Quality,Executive,True,"[""dap"",""pulse"",""omb_idea"",""dap2""]",2026-06-25T15:07:31.907Z,completed,page_frame_not_ready,completed,completed,completed,completed,completed,completed,dns_resolution_error,1bfdcedcd03f7136db5562869aedd2c8,,557.0,35.0,True,,,,"["">Sign In<""]",False,,False,,,,,,0.0,"["".ahrq.gov"",""accounts.ahrq.gov""]","[""accounts.ahrq.gov"",""www.ahrq.gov""]","[""bootstrap""]",True,0.0,888.0,"[""about""]",,"[""support""]",True,True,AHRQ Sign In,AHRQ Applications,,,,,,,,,,en,,True,True,https://arrs.ahrq.gov/robots.txt,200.0,text/plain,98.0,,,False,https://arrs.ahrq.gov/sitemap.xml,404.0,text/html,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,,,
ahrq.gov,https://ushik.ahrq.gov,ushik.ahrq.gov,ahrq.gov,gov,True,https://www.ahrq.gov/data/ushik.html,www.ahrq.gov,ahrq.gov,gov,False,False,403.0,text/html,Department of Health and Human Services,Agency for Healthcare Research and Quality,Executive,False,"[""pulse"",""2020_eot"",""gpo_fdlp""]",2026-06-25T15:04:37.461Z,completed,completed,completed,completed,completed,completed,completed,completed,dns_resolution_error,7b7706233927597e95c390c4c74b1f14,"{""language"":1}",9.0,9.0,True,amazonaws.com,,,,False,,False,,,,,,0.0,"["".ahrq.gov""]",,,False,0.0,108.0,,,,True,True,ERROR: The request could not be satisfied,,,,,,,,,,,,,False,False,https://www.ahrq.gov/data/ushik.html,403.0,text/html,,,,False,https://www.ahrq.gov/data/ushik.html,403.0,text/html,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,,,
accountstest.ahrq.gov,https://arrstest.ahrq.gov,arrstest.ahrq.gov,ahrq.gov,gov,True,https://accountstest.ahrq.gov/mfa/user,accountstest.ahrq.gov,ahrq.gov,gov,True,False,200.0,text/html,Department of Health and Human Services,Agency for Healthcare Research and Quality,Executive,True,"[""pulse""]",2026-06-25T15:06:31.116Z,completed,page_frame_not_ready,completed,completed,completed,completed,completed,completed,dns_resolution_error,d3de80f3cbb4eb4d683d7617f7a8ba4e,,,,True,,,,"["">Sign In<""]",False,,False,,,,,,0.0,"[""accountstest.ahrq.gov""]","[""accountstest.ahrq.gov"",""www.ahrq.gov""]","[""bootstrap""]",True,0.0,756.0,"[""about""]",,"[""support""]",True,True,AHRQ Sign In,AHRQ Applications,,,,,,,,,,en,,True,True,https://arrstest.ahrq.gov/robots.txt,200.0,text/plain,105.0,,,False,https://arrstest.ahrq.gov/sitemap.xml,404.0,text/html,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,,,
archives.gov,https://blogs.archives.gov,blogs.archives.gov,archives.gov,gov,True,https://www.archives.gov/social-media/blogs,www.archives.gov,archives.gov,gov,True,False,200.0,text/html,National Archives and Records Administration,,Executive,False,"[""pulse""]",2026-06-25T15:44:43.820Z,completed,completed,completed,completed,completed,completed,completed,completed,dns_resolution_error,250129d4ad330aa98a2cbac52f488eeb,,39.0,31.0,True,amazonaws.com,Drupal,,,True,True,True,"{""agency"":""NARA""}",20250702 v8.7 - GA4,"G-Z0BESEZFL2,G-0KHCNR6KSZ,G-CSLL4ZEK4L,UA-72079228-1,UA-182127501-1,UA-114045448-1,UA-17592594-8,G-NPRSVNG84W","[""dap.digitalgov.gov"",""fonts.googleapis.com"",""fonts.gstatic.com"",""script.crazyegg.com"",""static.addtoany.com"",""www.google-analytics.com"",""www.googletagmanager.com""]","[""https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js"",""https://fonts.googleapis.com/css"",""https://fonts.googleapis.com/css2"",""https://fonts.gstatic.com/s/merriweather/v33/u-4D0qyriQwlOrhSvowK_l5UcA6zuSYEqOzpPe3HOZJ5eX1WtLaQwmYiScCmDxhtNOKl8yDr3icaFF31.woff2"",""https://fonts.gstatic.com/s/sourcesanspro/v23/6xK1dSBYKcSV-LCoeQqfX1RYOo3qPZ7nsDI.woff2"",""https://fonts.gstatic.com/s/sourcesanspro/v23/6xK3dSBYKcSV-LCoeQqfX1RYOo3qOK7l.woff2"",""https://fonts.gstatic.com/s/sourcesanspro/v23/6xKydSBYKcSV-LCoeQqfX1RYOo3ig4vwlxdu.woff2"",""https://script.crazyegg.com/pages/scripts/0034/3988.js"",""https://static.addtoany.com/menu/modules/core.bycdb5qo.js"",""https://static.addtoany.com/menu/page.js"",""https://www.google-analytics.com/analytics.js"",""https://www.google-analytics.com/j/collect"",""https://www.googletagmanager.com/gtag/js"",""https://www.googletagmanager.com/gtm.js""]",7.0,"["".archives.gov""]","[""www.archives.gov"",""www.addtoany.com"",""artsandculture.google.com"",""annotation.blogs.archives.gov"",""isoo.blogs.archives.gov"",""education.blogs.archives.gov"",""www.federalregister.gov"",""fixity-check.blogs.archives.gov"",""foia.blogs.archives.gov"",""ford.blogs.archives.gov"",""fdr.blogs.archives.gov"",""hoover.blogs.archives.gov"",""isoo-overview.blogs.archives.gov"",""jfk.blogs.archives.gov"",""narations.blogs.archives.gov"",""declassification.blogs.archives.gov"",""prologue.blogs.archives.gov"",""reagan.blogs.archives.gov"",""records-express.blogs.archives.gov"",""rediscovering-black-history.blogs.archives.gov"",""text-message.blogs.archives.gov"",""transforming-classification.blogs.archives.gov"",""unwritten-record.blogs.archives.gov"",""aotus.blogs.archives.gov"",""aotus11.blogs.archives.gov"",""visit.archives.gov"",""www.archivesfoundation.org"",""www.nationalarchivesstore.org"",""eservices.archives.gov"",""www.usa.gov""]","[""jquery""]",True,0.0,368.0,"[""about"",""foia"",""privacy"",""usa.gov"",""espanol"",""/es""]","[""about us"",""accessibility"",""no fear act"",""foia"",""freedom of information act"",""inspector general"",""privacy policy"",""usa.gov"",""español""]",,True,True,The National Archives Blogs | National Archives,"The National Archives maintains multiple blogs in the interest of sharing more information with the public about our activities. They also exist as a channel for the public to respond to news, upcoming events, and proposed projects. We encourage your input, but please be aware of our policies concerning comments on our blogs.",,The National Archives Blogs,"The National Archives maintains multiple blogs in the interest of sharing more information with the public about our activities. They also exist as a channel for the public to respond to news, upcoming events, and proposed projects. We encourage your input, but please be aware of our policies concerning comments on our blogs.",2016-09-01T15:28:13.000Z,2025-02-08T16:33:51.000Z,https://www.archives.gov/sites/all/themes/nara/images/naralogo-og.png,article,https://www.archives.gov/social-media/blogs,https://www.archives.gov/social-media/blogs,en,,False,False,https://www.archives.gov/social-media/blogs,200.0,text/html,,,,False,https://www.archives.gov/social-media/blogs,200.0,text/html,,,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,,,
acl.gov,https://aoa.acl.gov,aoa.acl.gov,acl.gov,gov,True,https://acl.gov/about-acl/administration-aging,acl.gov,acl.gov,gov,True,False,200.0,text/html,Department of Health and Human Services,Administration for Community Living,Executive,False,"[""pulse""]",2026-06-25T14:55:56.969Z,completed,completed,completed,completed,completed,completed,completed,completed,dns_resolution_error,7ce33395c9894535cb358446d0c46550,"{""images"":1}",1.0,1.0,True,azurefd.net,Drupal,,,True,,True,"{""agency"":""HHS""}",20250702 v8.7 - GA4,"G-CSLL4ZEK4L,G-BPFH48MFG0,G-K1599NZVV9,UA-39800338-2,G-1DBL59HKKN","[""cdn.jsdelivr.net"",""dap.digitalgov.gov"",""fonts.googleapis.com"",""fonts.gstatic.com"",""static.addtoany.com"",""www.google-analytics.com"",""www.googletagmanager.com""]","[""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.1.1/7.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.1.1/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.2.0/7.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.2.0/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.3.1/7.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.3.1/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/@unicorn-fail/drupal-bootstrap-styles@0.0.2/dist/3.4.0/8.x-3.x/drupal-bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/entreprise7pro-bootstrap@3.4.8/dist/css/bootstrap.min.css"",""https://cdn.jsdelivr.net/npm/entreprise7pro-bootstrap@3.4.8/dist/js/bootstrap.min.js"",""https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js"",""https://fonts.googleapis.com/css"",""https://fonts.gstatic.com/s/opensans/v44/memtYaGs126MiZpBA-UFUIcVXSCEkx2cmqvXlWqWuU6F.woff2"",""https://fonts.gstatic.com/s/opensans/v44/memvYaGs126MiZpBA-UvWbX2vVnXBbObj2OVTS-muw.woff2"",""https://static.addtoany.com/menu/modules/core.bycdb5qo.js"",""https://static.addtoany.com/menu/page.js"",""https://www.google-analytics.com/analytics.js"",""https://www.googletagmanager.com/gtag/js""]",7.0,"["".acl.gov""]","[""acl.gov"",""agid.acl.gov"",""node"",""www.hhs.gov"",""www.grants.gov"",""www.usa.gov"",""www.whitehouse.gov"",""www.facebook.com"",""www.youtube.com"",""www.linkedin.com"",""x.com""]","[""bootstrap"",""jquery"",""lodash""]",True,0.1244966007486979,784.0,"[""about"",""fear"",""foia"",""usa.gov""]","[""accessibility"",""no fear act"",""foia"",""vulnerability disclosure"",""usa.gov""]",,True,True,Administration on Aging | ACL Administration for Community Living,,,,,,,https://acl.gov/sites/default/files/logo_300x300.png,,,http://acl.gov/about-acl/administration-aging,en,,False,False,https://acl.gov/about-acl/administration-aging,200.0,text/html,,,,False,https://acl.gov/about-acl/administration-aging,200.0,text/html,,,,,,20.0,0.0,0.0,0.0,"[""usa-accordion"",""usa-banner""]",True,20.0,0.0,0.0,,0.0,40.0,,,
