name,initial_url,initial_domain,initial_base_domain,initial_top_level_domain,redirect,url,domain,base_domain,top_level_domain,live,filter,status_code,media_type,agency,bureau,branch,404_test,source_list,scan_date,primary_scan_status,accessibility_scan_status,dns_scan_status,not_found_scan_status,performance_scan_status,robots_txt_scan_status,security_scan_status,sitemap_xml_scan_status,www_scan_status,page_hash,accessibility_violations,pageviews,visits,ipv6,hostname,cms,login_provider,login,site_search,search_dot_gov,dap,dap_parameters,dap_version,ga_tag_id,third_party_service_domains,third_party_service_urls,third_party_service_count,cookie_domains,hyperlink_domains,tooling,viewport_meta_tag,cumulative_layout_shift,largest_contentful_paint,required_links_url,required_links_text,feedback_links_text,https_enforced,hsts,title,description,keywords,og_title,og_description,og_article_published,og_article_modified,og_image,og_type,og_url,canonical_link,language,language_link,main_element_present,robots_txt_detected,robots_txt_url,robots_txt_status_code,robots_txt_media_type,robots_txt_filesize,robots_txt_crawl_delay,robots_txt_sitemap_locations,sitemap_xml_detected,sitemap_xml_url,sitemap_xml_status_code,sitemap_xml_media_type,sitemap_xml_filesize,sitemap_xml_count,sitemap_xml_lastmod,sitemap_xml_pdf_count,sitemap_xml_page_hash,uswds_favicon,uswds_favicon_in_css,uswds_publicsans_font,uswds_inpage_css,uswds_usa_class_list,uswds_banner_heres_how,uswds_usa_classes,uswds_string,uswds_string_in_css,uswds_semantic_version,uswds_version,uswds_count,www_url,www_status_code,www_title
,https://accessibility.18f.gov,accessibility.18f.gov,18f.gov,gov,,,,,,,False,,,General Services Administration,Federal Acquisition Service,Executive,False,"[""pulse"",""omb_idea"",""other"",""searchgov""]",2026-06-25T14:52:37.190Z,dns_resolution_error,dns_resolution_error,completed,completed,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://acqstack-journeymap.18f.gov,acqstack-journeymap.18f.gov,18f.gov,gov,,,,,,,False,,,General Services Administration,Federal Acquisition Service,Executive,False,"[""pulse""]",2026-06-25T14:53:54.989Z,dns_resolution_error,dns_resolution_error,completed,completed,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://ads.18f.gov,ads.18f.gov,18f.gov,gov,,,,,,,False,,,General Services Administration,Federal Acquisition Service,Executive,False,"[""pulse""]",2026-06-25T14:50:42.079Z,dns_resolution_error,dns_resolution_error,completed,completed,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://agile.18f.gov,agile.18f.gov,18f.gov,gov,,,,,,,False,,,General Services Administration,Federal Acquisition Service,Executive,False,"[""pulse"",""omb_idea"",""other"",""searchgov""]",2026-06-25T14:51:39.040Z,dns_resolution_error,dns_resolution_error,completed,completed,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://agile-bpa.18f.gov,agile-bpa.18f.gov,18f.gov,gov,,,,,,,False,,,General Services Administration,Federal Acquisition Service,Executive,False,"[""pulse""]",2026-06-25T14:55:29.446Z,dns_resolution_error,dns_resolution_error,completed,completed,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://agile-labor-categories.18f.gov,agile-labor-categories.18f.gov,18f.gov,gov,,,,,,,False,,,General Services Administration,Federal Acquisition Service,Executive,False,"[""pulse""]",2026-06-25T14:52:37.827Z,dns_resolution_error,dns_resolution_error,completed,completed,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://api-all-the-x.18f.gov,api-all-the-x.18f.gov,18f.gov,gov,,,,,,,False,,,General Services Administration,Federal Acquisition Service,Executive,False,"[""pulse""]",2026-06-25T14:56:44.607Z,dns_resolution_error,dns_resolution_error,completed,completed,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://api-program.18f.gov,api-program.18f.gov,18f.gov,gov,,,,,,,False,,,General Services Administration,Federal Acquisition Service,Executive,False,"[""pulse""]",2026-06-25T14:51:40.024Z,dns_resolution_error,dns_resolution_error,completed,completed,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://api-usability-testing.18f.gov,api-usability-testing.18f.gov,18f.gov,gov,,,,,,,False,,,General Services Administration,Federal Acquisition Service,Executive,False,"[""pulse""]",2026-06-25T14:48:50.669Z,dns_resolution_error,dns_resolution_error,completed,completed,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://atf-eregs.18f.gov,atf-eregs.18f.gov,18f.gov,gov,,,,,,,False,,,General Services Administration,Federal Acquisition Service,Executive,False,"[""pulse"",""omb_idea""]",2026-06-25T14:47:14.812Z,dns_resolution_error,dns_resolution_error,completed,completed,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,,,,,False,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
